"BMW"; "250 Isetta, 300 Isetta"
"BMW"; "600"
"BMW"; "700"
"BMW"; "i3"
"BMW"; "1-Series"
"BMW"; "1-Series"
"BMW"; "2-Series"
"BMW"; "1-Series"
"BMW"; "New Class 1602, 1802, 2002"
"BMW"; "3-Series"
"BMW"; "3-Series, M3"
"BMW"; "3-Series, M3"
"BMW"; "3-Series, M3"
"BMW"; "3-Series, M3"
"BMW"; "3-Series, M3"
"BMW"; "4-Series, M4"
"BMW"; "3-Series, M3"
"BMW"; "4-Series, M4"
"BMW"; "3-Series GT"
"BMW"; "New Class 1500, 1600, 1800, 2000"
"BMW"; "5-Series"
"BMW"; "5-Series, M5"
"BMW"; "5-Series, M5"
"BMW"; "5-Series, M5"
"BMW"; "5-Series, M5"
"BMW"; "5-Series, M5"
"BMW"; "5-Series, M5"
"BMW"; "5-Series GT"
"BMW"; "6-Series GT"
"BMW"; "New Six CS"
"BMW"; "6-Series, M6"
"BMW"; "8-Series"
"BMW"; "6-Series, M6"
"BMW"; "6-Series, M6"
"BMW"; "501"
"BMW"; "502"
"BMW"; "503"
"BMW"; "3200 CS"
"BMW"; "New Six"
"BMW"; "7-Series"
"BMW"; "7-Series"
"BMW"; "7-Series"
"BMW"; "7-Series"
"BMW"; "7-Series"
"BMW"; "7-Series"
"BMW"; "Z1"
"BMW"; "Z3, M"
"BMW"; "Z4"
"BMW"; "Z4"
"BMW"; "507"
"BMW"; "M1"
"BMW"; "Z8"
"BMW"; "i8"
"BMW"; "X1"
"BMW"; "X1"
"BMW"; "X2"
"BMW"; "X3"
"BMW"; "X3"
"BMW"; "X3"
"BMW"; "X4"
"BMW"; "X4"
"BMW"; "X5"
"BMW"; "X5"
"BMW"; "X5"
"BMW"; "X6"
"BMW"; "X6"
"BMW"; "X7"
"Cadillac"; "Cimarron"
"Cadillac"; "BLS"
"Cadillac"; "ATS"
"Cadillac"; "ELR"
"Cadillac"; "Catera"
"Cadillac"; "CTS"
"Cadillac"; "CTS"
"Cadillac"; "CTS"
"Cadillac"; "Series 60"
"Cadillac"; "Series 61"
"Cadillac"; "Series 61"
"Cadillac"; "Series 61"
"Cadillac"; "Series 61"
"Cadillac"; "Series 65"
"Cadillac"; "Series 62"
"Cadillac"; "Series 62"
"Cadillac"; "Series 62"
"Cadillac"; "Series 62"
"Cadillac"; "Series 62"
"Cadillac"; "6200"
"Cadillac"; "6200"
"Cadillac"; "Calais"
"Cadillac"; "Calais"
"Cadillac"; "Seville"
"Cadillac"; "Seville"
"Cadillac"; "Seville"
"Cadillac"; "Seville"
"Cadillac"; "Seville"
"Cadillac"; "STS"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "Sedan de Ville"
"Cadillac"; "DTS"
"Cadillac"; "XTS"
"Cadillac"; "CT6"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Coupe de Ville"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Series 60 (Sixty Special)"
"Cadillac"; "Fleetwood Brougham"
"Cadillac"; "Brougham"
"Cadillac"; "Fleetwood"
"Cadillac"; "Fleetwood"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Series 75"
"Cadillac"; "Fleetwood Limousine"
"Cadillac"; "Fleetwood 75"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "Eldorado"
"Cadillac"; "XT4"
"Cadillac"; "SRX"
"Cadillac"; "SRX"
"Cadillac"; "XT5"
"Cadillac"; "Escalade"
"Cadillac"; "Escalade"
"Cadillac"; "Escalade"
"Cadillac"; "Escalade"
"Cadillac"; "Allant�"
"Cadillac"; "XLR"
"Kia"; "Picanto"
"Kia"; "Picanto"
"Kia"; "Picanto"
"Kia"; "Pride"
"Kia"; "Pride"
"Kia"; "Rio"
"Kia"; "Rio"
"Kia"; "Rio"
"Kia"; "Rio"
"Kia"; "Soul"
"Kia"; "Soul"
"Kia"; "Avella"
"Kia"; "Cee'd"
"Kia"; "Cee'd"
"Kia"; "Cee'd"
"Kia"; "Sephia"
"Kia"; "Sephia"
"Kia"; "Cerato / Spectra"
"Kia"; "Forte"
"Kia"; "Forte / K3"
"Kia"; "Forte / K3"
"Kia"; "Shuma"
"Kia"; "Concord"
"Kia"; "Clarus"
"Kia"; "Magentis / Optima"
"Kia"; "Magentis / Optima"
"Kia"; "Magentis / Optima / K5"
"Kia"; "Magentis / Optima / K5"
"Kia"; "Stinger"
"Kia"; "Potentia"
"Kia"; "Potentia"
"Kia"; "Enterprise"
"Kia"; "Opirus / Amanti"
"Kia"; "Cadenza / K7"
"Kia"; "Cadenza / K7"
"Kia"; "Quoris / K9 / K900"
"Kia"; "Quoris / K9 / K900"
"Kia"; "Elan"
"Kia"; "Venga"
"Kia"; "Carens"
"Kia"; "Carens / Rondo"
"Kia"; "Joice"
"Kia"; "Carnival / Sedona"
"Kia"; "Carnival / Sedona"
"Kia"; "Carnival / Sedona"
"Kia"; "Retona"
"Kia"; "Stonic"
"Kia"; "Niro"
"Kia"; "Sportage"
"Kia"; "Sportage"
"Kia"; "Sportage"
"Kia"; "Sorento"
"Kia"; "Sorento"
"Kia"; "Sorento"
"Kia"; "Mohave / Borrego"
"Kia"; "Bongo"
"Kia"; "Bongo Frontier"
"Kia"; "Bongo"
"Volkswagen"; "Fusca"
"Volkswagen"; "Gol"
"Volkswagen"; "Gol"
"Volkswagen"; "Gol"
"Volkswagen"; "Voyage / Fox"
"Volkswagen"; "Voyage"
"Volkswagen"; "Parati"
"Volkswagen"; "Parati"
